"Otras Entidades del Sector Público","Mutua Montañesa MATEPSS Nº7","Director Gerente de Mutua Montañesa",G39008321,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=4%2B23ewVw5ZA%3D,"General Mola, 19",39004,Santander,España,,,ai.manso@mutuamontanesa.es
"Administración General del Estado","Ministerio del Interior","División de Coordinación Económica y Técnica (Cuerpo Nacional de Policía)",S2816015H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=mSFINLsI%2B90%3D,"Julián González Segador, S/N",28043,Madrid,España,915821618,915821805,dcet.licitaciones@policia.es
"Otras Entidades del Sector Público","Ministerio de Medio Ambiente, Medio Rural y Marino","Empresa de Transformación Agraria SA (TRAGSA)",A28476208,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=4EFIKYrK%2FKY%3D,"Maldonado 58",28006,Madrid,España,913963895,913969172,contratacion@tragsa.es
"Otras Entidades del Sector Público","Empresa Municipal de la Vivienda, Patrimonio e Infraestructuras de El Escorial S.L.","Empresa Municipal de la Vivienda, Patrimonio e Infraestructuras de El Escorial S.L.",B85637445,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=K1PGehlPAJg%3D,"Plaza de España, 1",28280,"El Escorial (Madrid)",España,918901080,918961224,contratacion@aytoescorial.org
"Otras Entidades del Sector Público","Empresa Municipal de Vivienda y Suelo de Iznalloz S.A. (EMUZNA)","Empresa Municipal de Vivienda y Suelo de Iznalloz S.A. (EMUZNA)",A18567883,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=i%2FSNdLyg9WA%3D,"Plaza de la Constitución, 7",18550,"Iznalloz (Granada)",España,958384051,958384216,info@emuzna.com
"Entidad de Derecho Público","Empresa Nacional Mercados Centrales de Abastecimiento SA (MERCASA)","Empresa Nacional Mercados Centrales de Abastecimiento SA (MERCASA)",A28135614,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=ow8IOuvcirs%3D,"Pº de la Habana 180",28036,Madrid,España,913500609,913504790,perfildelcontratante@mercasa.es
"Otras Entidades del Sector Público","Comunidad Autónoma del País Vasco","Ente Vasco de la Energía - EVE",Q5150001E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=RX65I%2Fbyu54%3D,"Alameda Urquijo 36, 1ª planta",48011,Bilbao,España,,,acolon@eve.es
"Administración General del Estado","Ministerio de Medio Ambiente, y Medio Rural y Marino","Entidad Estatal de Seguros Agrarios",Q2821018E,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=C4umxvuM%2FZg%3D,"Miguel Ángel, 23 -5ª planta",28010,Madrid,España,913475001,913085446,enesa@marm.es
"Entidad de Derecho Público","Ministerio de Economía y Hacienda","Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda",Q2826004J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=L7um%2FVgPsks%3D,"Jorge Juan 106",28071,Madrid,España,915666664,915043386,marketing@fnmt.es
"Administración General del Estado","Ministerio de Medio Ambiente, y Medio Rural y Marino","Fondo de Regulación y Organización del Mercado de los Productos de la Pesca y Cultivos Marinos (FROM)",Q2829010D,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=u6yCvLuj0Io%3D,"Velázquez 147 1º",28002,Madrid,España,913473640,913473629,from@mapya.es
"Entidad de Derecho Público","Diputación Foral de Bizkaia","Fundación AIC  - Automotive Intelligence Center Fundazioa",G95442232,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=90t0B99hvdc%3D,"Poligono Industrial Boroa Parcela 2A4",48340,Amorebieta-Etxano,España,944209877,944209879,aic@aicenter.eu
"Entidad de Derecho Público","Ministerio de Ciencia e Innovación","Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III",G82316753,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=qnY18TQEnVE%3D,"Melchor Fernández Almagro 3",28029,Madrid,España,914531226,914531245,jgomez@cnic.es
"Entidad de Derecho Público","Ministerio de Ciencia e Innovación","Fundación Centro Nacional de Investigaciones Oncológicas Carlos III ",G81972242,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=sW1Cq%2Fn19iU%3D,"Melchor Fernández Almagro, 3",28029,Madrid,España,917328000,912246934,maraujo@cnio.es
"Otras Entidades del Sector Público","Fundación Colección Thyssen Bornemisza","Fundación Colección Thyssen Bornemisza",G79015251,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=EkhvTjo2PAY%3D,"P del Prado 8",28014,Madrid,España,914203944,914202780,licitaciones@museothyssen.org
"Otras Entidades del Sector Público","Fundación Lázaro Galdiano","Fundación Lázaro Galdiano",Q2868026B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=rwo%2FUNW6F44%3D,"Serrano, 122",28006,Madrid,España,915616084,915617793,administracion1@flg.es
"Otras Entidades del Sector Público","Fundación Tripartita para la Formación en el Empleo ","Fundación Tripartita para la Formación en el Empleo ",G83027391,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=WwunewtkHUk%3D,"Arturo Soria, 126-128",28043,Madrid,España,917227154,917228915,licitaciones@fundaciontripartita.org
"Administración Local","Secretaria Consorci per a la Gestió dels Residus del Vallès Oriental","Ger&egrave;ncia Consorci per a la Gestió dels Residus del Vall&egrave;s Oriental",P5809509B,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=m7CBHTVBNNc%3D,"Camino Ral, S/N",08401,Granollers,España,938708579,938601669,jsala@cresiduvio.cat
"Administración General del Estado","Ministerio de Sanidad y Política Social","Gerencia de Atención Sanitaria de Melilla - Instituto Nacional de Gestión Sanitaria",Q2977002A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=n%2BtU5Y9ci1o%3D,"c/ Remonta, 2",52005,Melilla,España,952698014,952698028,fmoga@hcml.insalud.es
"Administración General del Estado","Ministerio de Sanidad y Consumo","Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta",S5100013A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=kgvDKLL3YXE%3D,"Urbanizacion Loma Colmenar s/n",51003,Ceuta,España,,,jmartin@hczr.insalud.es
"Administración Local","Ayuntamiento de Gijón","Gerencia de Cementerios de Gijón SA (CEGISA)",A33802752,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Rek0k0MwB9o%3D,"Instituto 27",33201,Gijón,España,985340081,985175627,rafa@cementeriosdegijon.com
"Entidad de Derecho Público","EGARSAT Mútua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social nº 276","Gerencia de EGARSAT",G64438997,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=V2oM31I1eIs%3D,"Avda. Roquetes 65",08174,"Sant Cugat del Vallès",España,935829600,,jlgonzalez@egarsat.es
"Entidad de Derecho Público","Fraternidad Muprespa - Mútua de Accidentes de Trabajo y Enfermedades de la Seguridad Social nº 275","Gerencia de Fraternidad Muprespa - Mútua de Accidentes de Trabajo y Enfermedades de la Seguridad Social n&ordm; 275",G82287228,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=InZnMU1DDuA%3D,"Plaza Cánovas del Castillo 3",28014,Madrid,España,,,licitaciones@fraternidad.com
"Administración General del Estado","Ministerio de Cultura","Gerencia de Infraestructuras y Equipamientos de Cultura",Q2818010G,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=LqYb7jalCxk%3D,"Alfonso XII, 3 y 5",28014,Madrid,España,,915898797,secretaria.sgcgp@mcu.es
"Otras Entidades del Sector Público","Fundación Rego","Gerencia de la Fundación Rego",G43498674,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=xbcgpMtMNJU%3D,"Campus Aeronáutico. Carretera del Aeropuerto s/n",43206,"Reus (Tarragona)",España,977300027,977300028,cesda@cesda.com
"Otras Entidades del Sector Público","Sociedad Urbanística Municipal de Paterna SA","Gerencia de la Sociedad Urbanística Municipal de Paterna SA",A96991518,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=oPJPV5QTiKQ%3D,"C/ Thomas Alva Edison, nº. 6, (Parque Tecnológico)",46980,"Paterna ",España,961389200,961389113,sumpa@sumpa.es
"Otras Entidades del Sector Público","Mercamollet SL","Gerencia de Mercamollet SL",B60348117,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=zLwPjQCSx2g%3D,"Pl. Major 12, 2ª planta",08100,"Mollet del Vallès",España,935790640,935702891,mercamollet@molletdelvalles.cat
"Entidad de Derecho Público","Mutua Navarra, Mutua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social 21","Gerencia de Mutua Navarra, Mutua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social 21",G31033533,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Fk1Fu9zWPTM%3D,"Polígono Landaben c/f, nº 4 ",31012,Pamplona,España,948194400,948210168,contratacion@mutuanavarra.es
"Administración General del Estado","Ministerio de Sanidad y Consumo","Gerencia del Centro Nacional de Dosimetría del Instuto Nacional de Gestión Sanitaria",Q4677004F,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=f%2F4korTDnLw%3D,"Avda. Campanar 21",46009,Valencia,España,963497922,963408049,dmontull@cnd.insalud.es
"Administración Local","Consell Comarcal del Pallars Jussà","Gerencia del Consell Comarcal del Pallars Juss&agrave;",P7500014A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=6LEveILbXpg%3D,"Soldevilla 18",25620,Tremp,España,973650187,973652831,consell@pallarsjussa.net
"Administración Local","Consell Comarcal del Vallès Oriental","Gerencia del Consell Comarcal del Vall&egrave;s Oriental",P5800010J,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=0CXZEAc5%2BhI%3D,"Miquel Ricomà 46",08401,Granollers,España,938600703,938790444,secretaria@vallesoriental.cat
"Administración Local","Consorcio de Aguas y Residuos de La Rioja","Gerencia del Consorcio de Aguas y Residuos de La Rioja",P7690001H,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=18LCAXdEuEI%3D,"Parque San Adrián 5-1º",26071,Logroño,España,941519040,941519041,contratacion.car@larioja.org
"Entidad de Derecho Público","Consorcio de Apoyo a la Investigación Biomédica en Red (CAIBER)","Gerencia del Consorcio de Apoyo a la Investigación Biomédica en Red (CAIBER)",V85571867,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=DnHcxO8jC38%3D,"Melchor Fernández Almagro,3",28029,Madrid,España,918222421,918222516,a.delgado@isciii.es
"Entidad de Derecho Público","Consorcio de Investigación Biomédica en red en Bioingeniería, Biomateriales y Nanomedicina (CIBER-BBN)","Gerencia del Consorcio de Investigación Biomédica en red en Bioingeniería, Biomateriales y Nanomedicina (CIBER-BBN)",G84884477,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=jLhLjU%2FjLOc%3D,"María de Luna 11, Ed. CEEI Módulo 3",50018,Zaragoza,España,979512368,976512368,mcasado@ciber-bbn.es
"Entidad de Derecho Público","Consorcio de la Ciudad de Santiago","Gerencia del Consorcio de la Ciudad de Santiago",V15392319,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=H4SZqHI2L7Q%3D,"Rúa de Vilar, 59",15705,"Santiago de Compostela",España,981574700,981574750,contratacion@consorcio-santiago.org
"Administración Local","Consorcio de L'Espai Natural de les Guilleries Savassona","Gerencia del Consorcio de L'Espai Natural de les Guilleries Savassona",P5830401E,Catalán,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=FYmBYeFk8Rk%3D,"Guilleries, 5",08519,"Vilanova de Sau (Barcelona)",España,938847006,938847106,baupgm@diba.cat
"Entidad de Derecho Público","Consorcio Galego de Servizos de Igualdade e Benestar","Gerencia del Consorcio Galego de Servizos de Igualdade e Benestar",S1500072B,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=gxyZTUXru8Y%3D,"Amor Ruibal 30-32",15702,"Santiago de Compostela",España,981568705,981568713,c.reza@igualdadebenestar.org
"Administración Local","Instituto Municipal de Deportes de Albacete","Gerencia del Instituto Municipal de Deportes de Albacete",G02020766,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=sUD6pSf0OT8%3D,"Avda de España 65",02006,Albacete,España,967550582,967503744,a.torres@amialbacete.com
"Administración General del Estado","Ministerio de Industria, Turismo y Comercio","Gerencia del Instituto para la Reestructuración de la Minería del Carbón y Desarrollo Alternativo de las Comarcas Mineras",Q7855062A,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=TaoF503j96k%3D,"Pº Castellana 160, 7ª planta",28046,Madrid,España,913497613,913497604,jaraposo@mityc.es
"Otras Entidades del Sector Público","Instituto Tecnológico y de Energias Renovables S.A.","Gerencia del Instituto Tecnológico y de Energías Renovables S.A.",A38259115,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=vOzE0A3InRM%3D,"Polígono Industrial de Granadilla",38600,"Granadilla de Abona (Tenerife)",España,922747700,922391001,iter@iter.es
"Administración General del Estado","Ministerio de Cultura","Gerencia del Museo Nacional Centro de Arte Reina Sofía",Q2828032I,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=zZMEvcDuZ%2Bk%3D,"Santa Isabel, 52",28012,Madrid,España,917741113,917741050,juanj.lillo@mcu.es
"Administración General del Estado","Ministerio del Interior","Gerencia del Organismo Autónomo Trabajo Penitenciario y Formación para el Empleo",Q2813006J,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=0yvRpUCbLCI%3D,"Cedaceros 11",28014,Madrid,España,915242922,914292360,oatpp@dgip.mir.es
"Entidad de Derecho Público","Parque Científico y Tecnológico de Tenerife S.A.","Gerencia del Parque Científico y Tecnológico de Tenerife S.A.",A38850053,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=Pd6LFFCbpnY%3D,"Plaza de España s/n",38003,"Santa Cruz de Tenerife",España,922238460,,parquetecnologico@cabtfe.es
"Otras Entidades del Sector Público","UMIVALE, M.A.T.E.P.S.S. Nº 15","Gerencia UMIVALE",G96236443,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=zGucAGrHl9k%3D,"Capitán Haya, 31",28020,Madrid,España,914188364,915564904,contrataciones@umivale.es
"Otras Entidades del Sector Público","Órgano de Contratación Conjunta de las Mutuas Montañesa, MATEPSS Nº 7, MAZ, MATEPSS Nº 11, UMIVALE, MATEPSS Nº 15, Mutua Navarra, MATEPSS Nº 21 y EGARSAT MATEPSS Nº 276","Gerente O.C.Conjunta de Mutuas Montañesa, MATEPSS N&ordm; 7, MAZ, M.N&ordm; 11, UMIVALE, M.N&ordm; 15, Mutua Navarra, M.N&ordm; 21 y EGARSAT M. N&ordm; 276",G64438997,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=CufDSp%2FV5dk%3D,"Capitán Haya, 31",28020,Madrid,España,935829650,,egarsat@egarsat.es
"Otras Entidades del Sector Público","Cabildo Insular de Tenerife","Gestión Insular par el Deporte, la Cultura y el Ocio, SA (IDECO S.A.)",A38615191,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=H9hxNgTp3m4%3D,"Mercedes s/n",38108,"Los Majuelos, La Laguna",España,922822056,922310193,info@idecogestion.net
"Otras Entidades del Sector Público","Ayuntamiento de Paterna (Valencia)","Gestión y Servicios de Paterna S.L.U.",B98106925,Español,,,https://contrataciondelestado.es/wps/poc?uri=deeplink%3AperfilContratante&idBp=YZMJabKsycg%3D,"Thomas Alva Edison, 6",46980,"Paterna (Valencia)",España,961106226,961111494,gespaterna@gespaterna.es
